"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2018년 03월 22일","871.62","889.21","891.30","869.00","1.01B","-1.57%"
"2018년 03월 21일","885.55","892.02","895.72","885.53","865.14M","-0.54%"
"2018년 03월 20일","890.40","876.61","890.40","875.39","752.09M","1.07%"
"2018년 03월 19일","880.97","894.40","894.40","880.97","759.60M","-1.50%"
"2018년 03월 16일","894.43","893.24","894.45","889.40","808.50M","0.45%"
"2018년 03월 15일","890.43","886.98","893.56","883.70","951.00M","0.40%"
"2018년 03월 14일","886.92","882.39","887.04","880.92","954.40M","0.08%"
"2018년 03월 13일","886.25","884.54","886.25","879.85","1.09B","0.22%"
"2018년 03월 12일","884.27","874.15","884.27","873.26","802.34M","2.13%"
"2018년 03월 09일","865.80","857.80","868.51","857.47","884.78M","1.39%"
"2018년 03월 08일","853.94","847.31","855.80","846.34","890.98M","1.54%"
"2018년 03월 07일","841.03","856.43","861.41","841.03","947.32M","-2.12%"
"2018년 03월 06일","859.21","854.91","859.21","850.42","828.94M","1.68%"
"2018년 03월 05일","845.00","862.41","863.01","845.00","747.54M","-1.77%"
"2018년 03월 02일","860.23","846.40","861.08","845.72","768.91M","0.37%"
"2018년 02월 28일","857.06","866.50","868.53","853.90","820.92M","-1.94%"
"2018년 02월 27일","874.01","880.88","882.04","874.00","794.50M","-0.05%"
"2018년 02월 26일","874.43","881.36","884.26","869.66","802.09M","-0.04%"
"2018년 02월 23일","874.78","873.52","875.73","871.41","770.22M","0.52%"
"2018년 02월 22일","870.22","871.72","873.48","863.89","857.86M","-0.61%"
"2018년 02월 21일","875.58","867.92","877.69","864.21","814.58M","1.29%"
"2018년 02월 20일","864.41","873.99","877.90","861.50","797.24M","-1.30%"
"2018년 02월 19일","875.81","855.78","875.81","855.58","684.36M","3.28%"
"2018년 02월 14일","848.03","835.60","848.03","830.78","722.67M","2.25%"
"2018년 02월 13일","829.39","852.94","854.08","829.39","832.91M","-1.64%"
"2018년 02월 12일","843.24","854.09","854.94","843.24","692.30M","0.08%"
"2018년 02월 09일","842.60","832.13","850.70","832.13","764.45M","-2.24%"
"2018년 02월 08일","861.94","834.89","867.04","824.64","796.31M","3.85%"
"2018년 02월 07일","829.96","874.75","875.03","829.96","1.03B","-3.29%"
"2018년 02월 06일","858.17","821.24","858.74","814.46","1.06B","-0.01%"
"2018년 02월 05일","858.22","876.63","883.30","858.22","1.04B","-4.59%"
"2018년 02월 02일","899.47","911.46","911.77","887.97","1.37B","-0.96%"
"2018년 02월 01일","908.20","916.78","919.90","901.35","1.41B","-0.59%"
"2018년 01월 31일","913.57","910.89","917.78","903.52","1.20B","-0.80%"
"2018년 01월 30일","920.96","928.72","932.01","918.79","1.24B","-0.66%"
"2018년 01월 29일","927.05","914.26","929.35","914.22","1.28B","1.53%"
"2018년 01월 26일","913.12","898.53","913.12","895.32","1.08B","1.62%"
"2018년 01월 25일","898.60","894.21","898.60","887.97","1.03B","0.43%"
"2018년 01월 24일","894.77","901.62","903.17","891.03","1.01B","0.04%"
"2018년 01월 23일","894.43","881.68","894.43","877.68","1.05B","2.44%"
"2018년 01월 22일","873.09","875.95","880.85","864.38","1.13B","-0.78%"
"2018년 01월 19일","879.99","902.85","902.97","875.43","1.16B","-2.03%"
"2018년 01월 18일","898.19","892.50","899.85","887.67","1.26B","1.31%"
"2018년 01월 17일","886.58","902.37","905.95","884.91","1.21B","-1.63%"
"2018년 01월 16일","901.23","889.23","901.23","884.76","1.01B","1.08%"
"2018년 01월 15일","891.61","879.56","892.29","865.68","1.03B","2.13%"
"2018년 01월 12일","873.05","863.07","886.65","857.33","1.18B","2.41%"
"2018년 01월 11일","852.51","835.23","852.51","830.37","1.29B","2.11%"
"2018년 01월 10일","834.91","837.63","841.25","820.89","1.10B","0.59%"
"2018년 01월 09일","829.99","841.39","843.56","827.29","1.20B","-1.13%"
"2018년 01월 08일","839.51","836.07","840.06","829.28","1.23B","1.39%"
"2018년 01월 05일","828.03","812.05","828.04","812.05","1.23B","2.48%"
"2018년 01월 04일","808.01","825.11","825.57","802.83","1.35B","-1.74%"
"2018년 01월 03일","822.31","816.30","824.18","812.22","1.20B","1.21%"
"2018년 01월 02일","812.45","803.63","813.40","800.54","989.20M","1.76%"
"2017년 12월 28일","798.42","791.76","798.68","790.34","1.07B","0.82%"
"2017년 12월 27일","791.95","771.33","791.95","770.95","829.59M","3.90%"
"2017년 12월 26일","762.21","763.96","775.54","762.21","808.32M","0.13%"
"2017년 12월 22일","761.20","742.15","761.20","740.05","1.08B","2.82%"
"2017년 12월 21일","740.32","754.54","759.13","740.31","1.21B","-1.98%"
"2017년 12월 20일","755.27","765.62","766.40","755.25","1.40B","-1.42%"
"2017년 12월 19일","766.18","769.87","771.01","754.27","1.69B","-0.56%"
"2017년 12월 18일","770.50","776.09","777.40","770.50","1.13B","-0.17%"
"2017년 12월 15일","771.82","770.27","775.04","766.45","1.05B","0.19%"
"2017년 12월 14일","770.35","777.25","777.44","764.74","984.96M","-0.24%"
"2017년 12월 13일","772.22","764.33","773.02","763.17","1.14B","1.55%"
"2017년 12월 12일","760.40","768.30","769.14","755.03","1.02B","-0.48%"
"2017년 12월 11일","764.09","747.99","764.09","745.88","790.67M","2.69%"
"2017년 12월 08일","744.06","757.21","760.73","743.90","1.16B","-1.25%"
"2017년 12월 07일","753.46","771.47","773.28","744.34","1.47B","-1.94%"
"2017년 12월 06일","768.39","778.28","783.54","765.25","970.29M","-0.74%"
"2017년 12월 05일","774.12","782.14","783.61","773.80","860.35M","-1.06%"
"2017년 12월 04일","782.45","788.02","788.46","778.20","821.39M","-0.67%"
"2017년 12월 01일","787.70","779.54","788.15","776.71","883.78M","2.11%"
"2017년 11월 30일","771.42","779.84","782.42","769.79","1.05B","-1.32%"
"2017년 11월 29일","781.72","776.75","783.19","770.97","754.77M","1.11%"
"2017년 11월 28일","773.12","797.29","797.53","773.10","891.36M","-2.48%"
"2017년 11월 27일","792.80","793.81","800.04","783.85","735.82M","0.01%"
"2017년 11월 24일","792.74","797.97","803.74","792.74","751.77M","-0.51%"
"2017년 11월 23일","796.80","778.84","796.81","773.32","756.16M","2.04%"
"2017년 11월 22일","780.90","793.79","796.28","779.20","894.40M","-1.07%"
"2017년 11월 21일","789.38","790.35","793.60","782.95","809.26M","0.52%"
"2017년 11월 20일","785.32","776.74","785.32","776.31","834.84M","1.22%"
"2017년 11월 17일","775.85","776.32","779.57","770.55","767.76M","-0.56%"
"2017년 11월 16일","780.22","775.46","780.22","759.70","897.36M","1.59%"
"2017년 11월 15일","768.03","759.55","773.05","755.06","944.94M","1.53%"
"2017년 11월 14일","756.46","746.88","756.46","742.79","837.11M","2.03%"
"2017년 11월 13일","741.38","724.76","741.38","724.76","687.07M","2.86%"
"2017년 11월 10일","720.79","709.85","720.79","709.55","599.90M","1.53%"
"2017년 11월 09일","709.94","710.71","711.78","705.28","614.81M","0.12%"
"2017년 11월 08일","709.11","702.69","709.11","701.52","812.37M","1.14%"
"2017년 11월 07일","701.14","704.83","704.83","697.44","649.89M","-0.38%"
"2017년 11월 06일","703.79","703.20","704.16","699.75","595.34M","0.38%"
"2017년 11월 03일","701.13","697.43","701.13","695.88","660.96M","0.89%"
"2017년 11월 02일","694.96","698.14","698.91","691.52","608.89M","-0.12%"
"2017년 11월 01일","695.77","696.65","696.93","694.27","630.56M","0.23%"
"2017년 10월 31일","694.20","691.07","694.23","689.29","627.10M","0.66%"
"2017년 10월 30일","689.68","692.76","693.12","688.41","470.69M","-0.04%"
"2017년 10월 27일","689.97","685.20","689.97","682.90","537.10M","1.38%"
"2017년 10월 26일","680.61","689.94","690.53","680.61","600.27M","-1.24%"
"2017년 10월 25일","689.14","688.83","690.30","684.84","622.30M","0.28%"
"2017년 10월 24일","687.21","678.55","687.45","678.34","583.16M","1.68%"
"2017년 10월 23일","675.86","674.98","677.69","674.64","500.02M","0.43%"
"2017년 10월 20일","672.95","669.06","672.95","667.17","659.09M","0.88%"
"2017년 10월 19일","667.10","671.22","671.39","664.19","710.60M","-0.20%"
"2017년 10월 18일","668.42","677.42","679.50","667.31","713.75M","-0.31%"
"2017년 10월 17일","670.51","660.61","671.95","660.33","699.95M","1.68%"
"2017년 10월 16일","659.41","667.26","668.50","652.17","554.31M","-0.55%"
"2017년 10월 13일","663.08","669.00","672.78","659.10","616.62M","-0.52%"
"2017년 10월 12일","666.54","665.12","666.74","663.37","561.10M","0.64%"
"2017년 10월 11일","662.31","656.85","662.31","656.76","558.39M","1.18%"
"2017년 10월 10일","654.59","658.76","659.51","653.91","554.20M","0.27%"
"2017년 09월 29일","652.82","650.32","653.58","648.68","692.25M","0.73%"
"2017년 09월 28일","648.09","651.92","653.38","648.09","583.37M","-0.18%"
"2017년 09월 27일","649.24","645.02","650.71","644.56","646.03M","1.06%"
"2017년 09월 26일","642.40","638.58","645.73","637.36","820.36M","0.06%"
"2017년 09월 25일","642.04","649.11","653.05","638.92","900.59M","-1.06%"
"2017년 09월 22일","648.95","660.60","662.39","647.28","899.64M","-1.84%"
"2017년 09월 21일","661.11","671.32","672.60","658.64","699.82M","-1.04%"
"2017년 09월 20일","668.05","676.60","677.29","668.05","688.12M","-0.95%"
"2017년 09월 19일","674.48","677.57","677.97","670.07","659.35M","-0.21%"
"2017년 09월 18일","675.87","674.66","677.14","672.58","585.75M","0.68%"
"2017년 09월 15일","671.30","662.90","671.31","662.90","645.61M","0.89%"
"2017년 09월 14일","665.41","660.15","665.47","659.25","627.08M","0.96%"
"2017년 09월 13일","659.09","662.94","662.94","658.54","672.49M","-0.15%"
"2017년 09월 12일","660.05","660.03","660.56","658.05","652.32M","0.54%"
"2017년 09월 11일","656.53","657.68","659.47","654.92","578.33M","0.34%"
"2017년 09월 08일","654.29","659.83","660.63","653.34","646.28M","-0.64%"
"2017년 09월 07일","658.48","655.44","659.12","655.36","499.88M","0.90%"
"2017년 09월 06일","652.59","649.23","653.44","649.23","568.48M","0.59%"
"2017년 09월 05일","648.75","655.40","656.22","645.97","621.05M","-0.33%"
"2017년 09월 04일","650.89","643.99","655.39","643.98","590.47M","-1.68%"
"2017년 09월 01일","661.99","660.71","662.39","658.65","566.07M","0.63%"
"2017년 08월 31일","657.83","657.13","658.03","655.64","616.04M","0.43%"
"2017년 08월 30일","655.00","656.90","657.43","654.49","639.53M","0.16%"
"2017년 08월 29일","653.96","650.28","654.02","647.13","572.88M","0.16%"
"2017년 08월 28일","652.92","652.37","652.94","649.54","513.76M","0.41%"
"2017년 08월 25일","650.27","649.22","650.76","648.44","585.02M","0.40%"
"2017년 08월 24일","647.71","645.10","647.99","644.98","500.09M","0.62%"
"2017년 08월 23일","643.71","647.79","647.79","643.65","559.53M","-0.09%"
"2017년 08월 22일","644.26","643.26","644.38","642.64","649.77M","0.53%"
"2017년 08월 21일","640.85","645.35","645.35","640.84","585.92M","-0.42%"
"2017년 08월 18일","643.58","636.94","643.86","636.44","528.46M","0.23%"
"2017년 08월 17일","642.11","638.12","642.28","635.74","531.89M","1.13%"
"2017년 08월 16일","634.91","634.44","635.97","634.10","607.43M","0.88%"
"2017년 08월 14일","629.37","632.52","633.99","629.26","548.28M","0.16%"
"2017년 08월 11일","628.34","629.81","635.29","626.08","606.43M","-1.83%"
"2017년 08월 10일","640.04","642.80","646.56","635.06","770.42M","-0.44%"
"2017년 08월 09일","642.87","649.39","650.09","642.87","848.95M","-1.35%"
"2017년 08월 08일","651.67","650.78","651.91","645.73","607.64M","0.51%"
"2017년 08월 07일","648.39","643.36","650.01","642.82","455.72M","1.06%"
"2017년 08월 04일","641.58","644.80","648.34","638.87","459.05M","-0.23%"
"2017년 08월 03일","643.09","658.70","658.94","641.63","528.20M","-2.19%"
"2017년 08월 02일","657.52","654.85","658.28","654.83","494.74M","0.67%"
"2017년 08월 01일","653.12","650.89","655.07","649.70","487.76M","0.41%"
"2017년 07월 31일","650.47","648.84","651.83","643.77","504.71M","-0.38%"
"2017년 07월 28일","652.95","665.08","665.08","651.84","559.70M","-2.03%"
"2017년 07월 27일","666.48","669.22","670.60","664.53","527.89M","-0.11%"
"2017년 07월 26일","667.22","672.43","672.63","664.13","593.93M","-0.48%"
"2017년 07월 25일","670.47","678.70","679.48","670.10","677.77M","-1.01%"
"2017년 07월 24일","677.32","678.59","679.46","676.63","529.20M","0.11%"
"2017년 07월 21일","676.60","677.84","678.15","674.60","523.73M","0.01%"
"2017년 07월 20일","676.51","674.06","677.59","672.37","569.94M","0.74%"
"2017년 07월 19일","671.53","666.30","671.53","666.30","500.86M","1.13%"
"2017년 07월 18일","664.02","661.16","664.04","661.16","570.28M","0.63%"
"2017년 07월 17일","659.89","656.97","659.89","656.97","415.38M","0.88%"
"2017년 07월 14일","654.11","654.24","655.45","651.27","533.48M","0.22%"
"2017년 07월 13일","652.69","654.01","655.16","651.60","490.89M","0.24%"
"2017년 07월 12일","651.10","657.06","657.90","651.09","586.11M","-0.75%"
"2017년 07월 11일","656.01","659.27","659.91","654.50","541.96M","-0.28%"
"2017년 07월 10일","657.86","666.19","666.19","657.67","512.85M","-0.89%"
"2017년 07월 07일","663.77","662.66","664.29","660.99","551.55M","-0.00%"
"2017년 07월 06일","663.79","663.79","665.05","662.67","555.48M","0.34%"
